board1_val,board1_C,board1_D,board1_H,board1_S,board2_val,board2_C,board2_D,board2_H,board2_S,board3_val,board3_C,board3_D,board3_H,board3_S,board4_val,board4_C,board4_D,board4_H,board4_S,board5_val,board5_C,board5_D,board5_H,board5_S,p1_card1_val,p1_card1_C,p1_card1_D,p1_card1_H,p1_card1_S,p1_card2_val,p1_card2_C,p1_card2_D,p1_card2_H,p1_card2_S,p2_card1_val,p2_card1_C,p2_card1_D,p2_card1_H,p2_card1_S,p2_card2_val,p2_card2_C,p2_card2_D,p2_card2_H,p2_card2_S,p3_card1_val,p3_card1_C,p3_card1_D,p3_card1_H,p3_card1_S,p3_card2_val,p3_card2_C,p3_card2_D,p3_card2_H,p3_card2_S,p4_card1_val,p4_card1_C,p4_card1_D,p4_card1_H,p4_card1_S,p4_card2_val,p4_card2_C,p4_card2_D,p4_card2_H,p4_card2_S,p5_card1_val,p5_card1_C,p5_card1_D,p5_card1_H,p5_card1_S,p5_card2_val,p5_card2_C,p5_card2_D,p5_card2_H,p5_card2_S,p6_card1_val,p6_card1_C,p6_card1_D,p6_card1_H,p6_card1_S,p6_card2_val,p6_card2_C,p6_card2_D,p6_card2_H,p6_card2_S,winner,cartes_str,mains_description,p1_win_prob,p2_win_prob,p3_win_prob,p4_win_prob,p5_win_prob,p6_win_prob
6,0,0,1,0,7,0,1,0,0,14,0,0,1,0,4,1,0,0,0,2,0,0,0,1,9,1,0,0,0,2,0,0,1,0,12,0,0,1,0,4,0,0,1,0,8,0,0,1,0,3,0,1,0,0,6,0,0,0,1,4,0,0,0,1,2,0,1,0,0,5,0,0,0,1,10,0,1,0,0,14,0,0,0,1,P4,BOARD: 6H 7D AH 4C 2S | P1: 9C 2H | P2: QH 4H | P3: 8H 3D | P4: 6S 4S | P5: 2D 5S | P6: TD AS,P1: Pair | P2: Pair | P3: High Card | P4: Two Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
2,1,0,0,0,11,0,1,0,0,5,0,0,0,1,13,0,1,0,0,8,0,0,1,0,3,0,0,0,1,4,0,0,0,1,13,0,0,1,0,5,1,0,0,0,11,0,0,1,0,12,0,0,1,0,11,1,0,0,0,12,0,1,0,0,4,0,0,1,0,7,0,0,1,0,14,0,0,1,0,8,1,0,0,0,P2,BOARD: 2C JD 5S KD 8H | P1: 3S 4S | P2: KH 5C | P3: JH QH | P4: JC QD | P5: 4H 7H | P6: AH 8C,P1: High Card | P2: Two Pair | P3: Pair | P4: Pair | P5: High Card | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
14,0,0,1,0,12,0,0,0,1,12,1,0,0,0,13,0,0,1,0,4,0,0,1,0,7,0,0,1,0,8,0,0,1,0,14,0,0,0,1,9,0,0,1,0,10,0,0,1,0,10,0,0,0,1,7,0,0,0,1,3,1,0,0,0,3,0,0,1,0,8,0,0,0,1,6,0,1,0,0,5,1,0,0,0,P1,BOARD: AH QS QC KH 4H | P1: 7H 8H | P2: AS 9H | P3: TH TS | P4: 7S 3C | P5: 3H 8S | P6: 6D 5C,P1: Flush | P2: Two Pair | P3: Two Pair | P4: Pair | P5: Pair | P6: Pair,100.0,0.0,0.0,0.0,0.0,0.0
10,0,0,0,1,13,0,0,1,0,11,0,1,0,0,11,0,0,0,1,11,1,0,0,0,10,0,0,1,0,2,1,0,0,0,6,0,0,0,1,5,0,0,0,1,8,0,0,1,0,8,0,0,0,1,4,0,1,0,0,6,0,0,1,0,12,0,1,0,0,14,0,0,1,0,7,0,0,1,0,7,0,1,0,0,P1,BOARD: TS KH JD JS JC | P1: TH 2C | P2: 6S 5S | P3: 8H 8S | P4: 4D 6H | P5: QD AH | P6: 7H 7D,P1: Full House | P2: Three of a Kind | P3: Full House | P4: Three of a Kind | P5: Straight | P6: Full House,100.0,0.0,0.0,0.0,0.0,0.0
2,0,1,0,0,5,0,0,1,0,4,1,0,0,0,14,0,0,0,1,12,0,0,1,0,7,0,1,0,0,14,0,1,0,0,8,0,1,0,0,13,0,0,0,1,7,0,0,0,1,3,0,1,0,0,4,0,0,1,0,14,0,0,1,0,10,1,0,0,0,4,0,1,0,0,10,0,1,0,0,3,0,0,1,0,P3_P6,BOARD: 2D 5H 4C AS QH | P1: 7D AD | P2: 8D KS | P3: 7S 3D | P4: 4H AH | P5: TC 4D | P6: TD 3H,P1: Pair | P2: High Card | P3: Straight | P4: Two Pair | P5: Pair | P6: Straight,0.0,0.0,50.0,0.0,0.0,50.0
3,0,0,1,0,8,0,1,0,0,6,0,0,1,0,4,0,0,0,1,10,1,0,0,0,11,0,1,0,0,14,0,0,1,0,14,1,0,0,0,13,1,0,0,0,2,1,0,0,0,7,0,0,1,0,7,0,1,0,0,2,0,1,0,0,2,0,0,1,0,12,1,0,0,0,10,0,0,1,0,8,0,0,0,1,P6,BOARD: 3H 8D 6H 4S TC | P1: JD AH | P2: AC KC | P3: 2C 7H | P4: 7D 2D | P5: 2H QC | P6: TH 8S,P1: High Card | P2: High Card | P3: High Card | P4: High Card | P5: High Card | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
3,0,0,1,0,10,0,0,1,0,5,0,1,0,0,4,0,0,1,0,4,0,1,0,0,11,0,0,1,0,11,0,0,0,1,2,1,0,0,0,3,1,0,0,0,8,0,1,0,0,5,1,0,0,0,3,0,0,0,1,6,0,1,0,0,11,1,0,0,0,3,0,1,0,0,6,1,0,0,0,10,0,1,0,0,P1,BOARD: 3H TH 5D 4H 4D | P1: JH JS | P2: 2C 3C | P3: 8D 5C | P4: 3S 6D | P5: JC 3D | P6: 6C TD,P1: Two Pair | P2: Two Pair | P3: Two Pair | P4: Two Pair | P5: Two Pair | P6: Two Pair,100.0,0.0,0.0,0.0,0.0,0.0
9,0,1,0,0,13,0,0,0,1,3,0,1,0,0,4,0,1,0,0,7,1,0,0,0,6,0,0,1,0,13,1,0,0,0,13,0,1,0,0,11,0,0,0,1,12,0,1,0,0,14,0,0,0,1,10,0,0,1,0,7,0,0,1,0,11,0,0,1,0,5,0,1,0,0,10,0,1,0,0,4,0,0,1,0,P2,BOARD: 9D KS 3D 4D 7C | P1: 6H KC | P2: KD JS | P3: QD AS | P4: TH 7H | P5: JH 5D | P6: TD 4H,P1: Pair | P2: Pair | P3: High Card | P4: Pair | P5: High Card | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
6,0,1,0,0,9,1,0,0,0,6,0,0,1,0,13,1,0,0,0,2,0,0,1,0,10,0,0,0,1,5,0,1,0,0,7,0,1,0,0,7,0,0,1,0,13,0,1,0,0,10,0,0,1,0,10,0,1,0,0,14,0,0,0,1,5,1,0,0,0,4,0,0,0,1,3,0,0,0,1,12,0,0,0,1,P3,BOARD: 6D 9C 6H KC 2H | P1: TS 5D | P2: 7D 7H | P3: KD TH | P4: TD AS | P5: 5C 4S | P6: 3S QS,P1: Pair | P2: Two Pair | P3: Two Pair | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
12,0,0,0,1,10,0,1,0,0,11,0,0,1,0,5,0,0,1,0,9,0,1,0,0,3,1,0,0,0,11,1,0,0,0,4,0,0,1,0,11,0,0,0,1,6,0,0,1,0,14,0,0,1,0,9,1,0,0,0,9,0,0,0,1,10,0,0,0,1,10,0,0,1,0,3,0,0,0,1,7,1,0,0,0,P5,BOARD: QS TD JH 5H 9D | P1: 3C JC | P2: 4H JS | P3: 6H AH | P4: 9C 9S | P5: TS TH | P6: 3S 7C,P1: Pair | P2: Pair | P3: High Card | P4: Three of a Kind | P5: Three of a Kind | P6: High Card,0.0,0.0,0.0,0.0,100.0,0.0
3,0,1,0,0,2,0,0,1,0,2,0,1,0,0,14,0,0,1,0,13,0,0,1,0,7,0,1,0,0,4,0,1,0,0,3,0,0,0,1,6,0,0,0,1,2,1,0,0,0,14,0,1,0,0,3,0,0,1,0,13,1,0,0,0,4,0,0,0,1,6,1,0,0,0,9,0,0,0,1,9,0,1,0,0,P3,BOARD: 3D 2H 2D AH KH | P1: 7D 4D | P2: 3S 6S | P3: 2C AD | P4: 3H KC | P5: 4S 6C | P6: 9S 9D,P1: Pair | P2: Two Pair | P3: Full House | P4: Two Pair | P5: Pair | P6: Two Pair,0.0,0.0,100.0,0.0,0.0,0.0
5,0,0,0,1,5,0,0,1,0,7,1,0,0,0,13,1,0,0,0,3,0,1,0,0,12,1,0,0,0,11,1,0,0,0,4,0,1,0,0,2,0,0,1,0,3,0,0,0,1,6,0,0,1,0,13,0,0,1,0,5,0,1,0,0,7,0,0,1,0,12,0,0,0,1,4,0,0,1,0,6,0,0,0,1,P4,BOARD: 5S 5H 7C KC 3D | P1: QC JC | P2: 4D 2H | P3: 3S 6H | P4: KH 5D | P5: 7H QS | P6: 4H 6S,P1: Pair | P2: Pair | P3: Two Pair | P4: Full House | P5: Two Pair | P6: Straight,0.0,0.0,0.0,100.0,0.0,0.0
13,0,0,0,1,4,1,0,0,0,14,1,0,0,0,4,0,0,1,0,2,0,1,0,0,7,0,0,0,1,6,0,1,0,0,12,1,0,0,0,2,0,0,0,1,9,0,1,0,0,4,0,1,0,0,11,1,0,0,0,4,0,0,0,1,5,0,1,0,0,13,0,1,0,0,13,1,0,0,0,3,0,0,1,0,P3_P4,BOARD: KS 4C AC 4H 2D | P1: 7S 6D | P2: QC 2S | P3: 9D 4D | P4: JC 4S | P5: 5D KD | P6: KC 3H,P1: Pair | P2: Two Pair | P3: Three of a Kind | P4: Three of a Kind | P5: Two Pair | P6: Two Pair,0.0,0.0,50.0,50.0,0.0,0.0
8,0,0,0,1,6,0,0,1,0,2,0,1,0,0,13,0,0,0,1,9,0,0,0,1,14,0,0,0,1,3,0,1,0,0,10,0,0,1,0,3,0,0,1,0,7,1,0,0,0,14,1,0,0,0,10,0,1,0,0,6,0,0,0,1,12,0,1,0,0,13,1,0,0,0,8,0,1,0,0,3,0,0,0,1,P5,BOARD: 8S 6H 2D KS 9S | P1: AS 3D | P2: TH 3H | P3: 7C AC | P4: TD 6S | P5: QD KC | P6: 8D 3S,P1: High Card | P2: High Card | P3: High Card | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
14,0,0,0,1,4,0,0,0,1,3,1,0,0,0,5,0,0,0,1,7,0,0,0,1,13,0,0,0,1,4,1,0,0,0,8,0,1,0,0,2,1,0,0,0,7,0,0,1,0,4,0,1,0,0,11,0,1,0,0,5,0,0,1,0,3,0,0,1,0,13,0,1,0,0,9,0,0,0,1,12,0,0,0,1,P1,BOARD: AS 4S 3C 5S 7S | P1: KS 4C | P2: 8D 2C | P3: 7H 4D | P4: JD 5H | P5: 3H KD | P6: 9S QS,P1: Flush | P2: Straight | P3: Two Pair | P4: Pair | P5: Pair | P6: Flush,100.0,0.0,0.0,0.0,0.0,0.0
9,1,0,0,0,5,0,0,1,0,6,1,0,0,0,11,0,1,0,0,2,0,0,0,1,7,0,0,1,0,14,1,0,0,0,12,0,0,0,1,11,0,0,0,1,13,0,1,0,0,5,0,0,0,1,14,0,1,0,0,2,1,0,0,0,6,0,1,0,0,5,0,1,0,0,11,1,0,0,0,9,0,0,0,1,P6,BOARD: 9C 5H 6C JD 2S | P1: 7H AC | P2: QS JS | P3: KD 5S | P4: AD 2C | P5: 6D 5D | P6: JC 9S,P1: High Card | P2: Pair | P3: Pair | P4: Pair | P5: Two Pair | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
9,0,0,0,1,11,0,0,1,0,14,0,1,0,0,11,1,0,0,0,12,1,0,0,0,4,0,0,0,1,8,0,0,0,1,2,0,1,0,0,7,0,1,0,0,8,1,0,0,0,9,1,0,0,0,13,0,1,0,0,13,1,0,0,0,8,0,0,1,0,10,0,0,1,0,13,0,0,0,1,2,0,0,1,0,P5,BOARD: 9S JH AD JC QC | P1: 4S 8S | P2: 2D 7D | P3: 8C 9C | P4: KD KC | P5: 8H TH | P6: KS 2H,P1: Pair | P2: Pair | P3: Two Pair | P4: Two Pair | P5: Straight | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
12,0,0,0,1,7,0,0,0,1,4,1,0,0,0,8,0,0,1,0,10,0,1,0,0,3,0,0,1,0,13,0,0,0,1,14,0,0,1,0,7,0,1,0,0,3,0,1,0,0,2,0,0,0,1,14,0,1,0,0,9,0,0,1,0,11,0,1,0,0,14,1,0,0,0,13,0,1,0,0,12,0,0,1,0,P6,BOARD: QS 7S 4C 8H TD | P1: 3H KS | P2: AH 7D | P3: 3D 2S | P4: AD 9H | P5: JD AC | P6: KD QH,P1: High Card | P2: Pair | P3: High Card | P4: High Card | P5: High Card | P6: Pair,0.0,0.0,0.0,0.0,0.0,100.0
12,0,0,0,1,5,0,0,0,1,2,0,1,0,0,14,1,0,0,0,12,0,1,0,0,6,0,0,0,1,10,0,1,0,0,10,0,0,0,1,3,1,0,0,0,4,0,0,0,1,6,0,0,1,0,9,0,1,0,0,7,0,0,1,0,10,0,0,1,0,9,0,0,0,1,14,0,0,1,0,9,1,0,0,0,P6,BOARD: QS 5S 2D AC QD | P1: 6S TD | P2: TS 3C | P3: 4S 6H | P4: 9D 7H | P5: TH 9S | P6: AH 9C,P1: Pair | P2: Pair | P3: Pair | P4: Pair | P5: Pair | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
4,1,0,0,0,14,1,0,0,0,9,0,0,1,0,6,0,0,0,1,5,0,0,1,0,5,1,0,0,0,14,0,1,0,0,4,0,0,1,0,8,0,0,0,1,4,0,0,0,1,3,1,0,0,0,3,0,0,0,1,10,0,0,0,1,11,0,0,0,1,7,0,0,1,0,5,0,1,0,0,9,0,1,0,0,P1,BOARD: 4C AC 9H 6S 5H | P1: 5C AD | P2: 4H 8S | P3: 4S 3C | P4: 3S TS | P5: JS 7H | P6: 5D 9D,P1: Two Pair | P2: Pair | P3: Pair | P4: High Card | P5: High Card | P6: Two Pair,100.0,0.0,0.0,0.0,0.0,0.0
12,1,0,0,0,13,0,1,0,0,6,0,1,0,0,7,0,0,1,0,2,1,0,0,0,14,0,0,0,1,6,1,0,0,0,6,0,0,0,1,3,0,0,1,0,4,0,0,0,1,12,0,0,0,1,12,0,0,1,0,4,0,0,1,0,7,0,1,0,0,12,0,1,0,0,8,1,0,0,0,7,0,0,0,1,P5,BOARD: QC KD 6D 7H 2C | P1: AS 6C | P2: 6S 3H | P3: 4S QS | P4: QH 4H | P5: 7D QD | P6: 8C 7S,P1: Pair | P2: Pair | P3: Pair | P4: Pair | P5: Two Pair | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
11,0,0,0,1,12,0,0,0,1,11,1,0,0,0,9,0,0,0,1,7,0,0,1,0,9,1,0,0,0,4,0,0,0,1,8,0,1,0,0,14,0,1,0,0,6,0,0,1,0,2,0,0,0,1,3,0,1,0,0,13,0,0,0,1,7,0,1,0,0,5,1,0,0,0,5,0,0,1,0,2,0,0,1,0,P1,BOARD: JS QS JC 9S 7H | P1: 9C 4S | P2: 8D AD | P3: 6H 2S | P4: 3D KS | P5: 7D 5C | P6: 5H 2H,P1: Two Pair | P2: Pair | P3: Pair | P4: Pair | P5: Two Pair | P6: Pair,100.0,0.0,0.0,0.0,0.0,0.0
13,0,0,0,1,11,0,0,0,1,4,0,1,0,0,10,0,0,1,0,14,1,0,0,0,11,0,0,1,0,14,0,0,0,1,9,1,0,0,0,3,0,0,0,1,10,0,0,0,1,8,0,0,1,0,7,1,0,0,0,12,0,0,0,1,2,0,0,0,1,5,0,0,1,0,6,0,0,0,1,2,0,1,0,0,P4,BOARD: KS JS 4D TH AC | P1: JH AS | P2: 9C 3S | P3: TS 8H | P4: 7C QS | P5: 2S 5H | P6: 6S 2D,P1: Two Pair | P2: High Card | P3: Pair | P4: Straight | P5: High Card | P6: High Card,0.0,0.0,0.0,100.0,0.0,0.0
2,0,1,0,0,2,1,0,0,0,8,0,0,1,0,13,0,1,0,0,6,1,0,0,0,11,0,0,0,1,14,0,0,1,0,9,1,0,0,0,8,1,0,0,0,10,0,0,1,0,10,0,0,0,1,5,0,0,0,1,11,0,0,1,0,3,1,0,0,0,4,0,0,1,0,13,0,0,1,0,4,0,0,0,1,P6,BOARD: 2D 2C 8H KD 6C | P1: JS AH | P2: 9C 8C | P3: TH TS | P4: 5S JH | P5: 3C 4H | P6: KH 4S,P1: Pair | P2: Two Pair | P3: Two Pair | P4: Pair | P5: Pair | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
8,0,0,1,0,13,0,0,1,0,6,0,0,1,0,4,0,0,1,0,13,0,1,0,0,7,0,1,0,0,4,1,0,0,0,11,0,0,0,1,3,0,1,0,0,14,0,1,0,0,5,0,0,1,0,8,1,0,0,0,13,0,0,0,1,10,1,0,0,0,14,1,0,0,0,11,0,0,1,0,9,0,0,1,0,P4,BOARD: 8H KH 6H 4H KD | P1: 7D 4C | P2: JS 3D | P3: AD 5H | P4: 8C KS | P5: TC AC | P6: JH 9H,P1: Two Pair | P2: Pair | P3: Flush | P4: Full House | P5: Pair | P6: Flush,0.0,0.0,0.0,100.0,0.0,0.0
11,0,0,0,1,9,0,1,0,0,8,0,0,1,0,14,1,0,0,0,12,0,0,1,0,14,0,0,1,0,6,0,0,1,0,13,0,1,0,0,12,0,0,0,1,7,0,1,0,0,14,0,1,0,0,8,0,0,0,1,2,1,0,0,0,6,0,1,0,0,3,0,0,0,1,3,0,0,1,0,8,0,1,0,0,P1_P3,BOARD: JS 9D 8H AC QH | P1: AH 6H | P2: KD QS | P3: 7D AD | P4: 8S 2C | P5: 6D 3S | P6: 3H 8D,P1: Pair | P2: Pair | P3: Pair | P4: Pair | P5: High Card | P6: Pair,50.0,0.0,50.0,0.0,0.0,0.0
13,0,0,1,0,12,0,0,1,0,12,0,1,0,0,2,0,0,1,0,6,0,1,0,0,14,0,1,0,0,11,0,0,0,1,7,1,0,0,0,9,1,0,0,0,6,1,0,0,0,2,1,0,0,0,14,0,0,1,0,3,0,1,0,0,5,0,0,0,1,3,0,0,1,0,6,0,0,1,0,11,0,0,1,0,P6,BOARD: KH QH QD 2H 6D | P1: AD JS | P2: 7C 9C | P3: 6C 2C | P4: AH 3D | P5: 5S 3H | P6: 6H JH,P1: Pair | P2: Pair | P3: Two Pair | P4: Pair | P5: Pair | P6: Flush,0.0,0.0,0.0,0.0,0.0,100.0
5,0,0,0,1,14,1,0,0,0,7,0,0,1,0,2,0,1,0,0,5,0,1,0,0,2,1,0,0,0,7,0,0,0,1,12,0,0,0,1,2,0,0,0,1,10,0,0,0,1,6,0,0,1,0,13,0,0,1,0,4,1,0,0,0,10,0,1,0,0,7,1,0,0,0,8,0,0,0,1,14,0,0,1,0,P6,BOARD: 5S AC 7H 2D 5D | P1: 2C 7S | P2: QS 2S | P3: TS 6H | P4: KH 4C | P5: TD 7C | P6: 8S AH,P1: Two Pair | P2: Two Pair | P3: Pair | P4: Pair | P5: Two Pair | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
2,0,0,1,0,2,0,1,0,0,6,1,0,0,0,10,0,0,0,1,9,0,0,0,1,2,0,0,0,1,6,0,0,1,0,4,0,0,0,1,12,0,0,1,0,8,1,0,0,0,5,1,0,0,0,3,0,0,1,0,9,1,0,0,0,13,1,0,0,0,8,0,1,0,0,2,1,0,0,0,12,1,0,0,0,P1,BOARD: 2H 2D 6C TS 9S | P1: 2S 6H | P2: 4S QH | P3: 8C 5C | P4: 3H 9C | P5: KC 8D | P6: 2C QC,P1: Full House | P2: Pair | P3: Pair | P4: Two Pair | P5: Pair | P6: Three of a Kind,100.0,0.0,0.0,0.0,0.0,0.0
14,0,0,1,0,2,0,1,0,0,10,0,1,0,0,6,0,1,0,0,7,1,0,0,0,3,0,1,0,0,9,1,0,0,0,3,0,0,1,0,2,0,0,1,0,5,0,0,0,1,11,0,0,1,0,12,0,1,0,0,13,0,0,0,1,5,1,0,0,0,10,0,0,1,0,5,0,1,0,0,11,0,1,0,0,P6,BOARD: AH 2D TD 6D 7C | P1: 3D 9C | P2: 3H 2H | P3: 5S JH | P4: QD KS | P5: 5C TH | P6: 5D JD,P1: High Card | P2: Pair | P3: High Card | P4: High Card | P5: Pair | P6: Flush,0.0,0.0,0.0,0.0,0.0,100.0
13,0,0,0,1,6,0,0,0,1,10,1,0,0,0,10,0,1,0,0,6,0,0,1,0,7,0,1,0,0,7,1,0,0,0,11,0,1,0,0,4,1,0,0,0,2,0,0,1,0,4,0,0,1,0,10,0,0,1,0,8,1,0,0,0,6,0,1,0,0,13,0,0,1,0,11,0,0,1,0,12,0,0,1,0,P4,BOARD: KS 6S TC TD 6H | P1: 7D 7C | P2: JD 4C | P3: 2H 4H | P4: TH 8C | P5: 6D KH | P6: JH QH,P1: Two Pair | P2: Two Pair | P3: Two Pair | P4: Full House | P5: Full House | P6: Two Pair,0.0,0.0,0.0,100.0,0.0,0.0
10,0,0,1,0,10,1,0,0,0,5,1,0,0,0,5,0,1,0,0,14,0,0,0,1,2,0,0,0,1,5,0,0,1,0,9,0,0,1,0,11,0,0,1,0,14,0,1,0,0,3,0,1,0,0,13,0,1,0,0,6,0,1,0,0,4,0,1,0,0,6,0,0,0,1,9,0,1,0,0,12,0,0,1,0,P1,BOARD: TH TC 5C 5D AS | P1: 2S 5H | P2: 9H JH | P3: AD 3D | P4: KD 6D | P5: 4D 6S | P6: 9D QH,P1: Full House | P2: Two Pair | P3: Two Pair | P4: Two Pair | P5: Two Pair | P6: Two Pair,100.0,0.0,0.0,0.0,0.0,0.0
3,0,0,0,1,8,0,0,0,1,6,0,0,0,1,8,0,1,0,0,6,0,1,0,0,11,0,0,0,1,11,0,0,1,0,5,0,1,0,0,10,0,0,0,1,9,0,1,0,0,11,1,0,0,0,9,0,0,1,0,13,0,1,0,0,10,0,0,1,0,13,0,0,1,0,9,0,0,0,1,13,1,0,0,0,P1,BOARD: 3S 8S 6S 8D 6D | P1: JS JH | P2: 5D TS | P3: 9D JC | P4: 9H KD | P5: TH KH | P6: 9S KC,P1: Two Pair | P2: Two Pair | P3: Two Pair | P4: Two Pair | P5: Two Pair | P6: Two Pair,100.0,0.0,0.0,0.0,0.0,0.0
2,1,0,0,0,14,0,1,0,0,8,0,1,0,0,11,0,0,0,1,10,0,1,0,0,9,0,0,1,0,5,0,0,1,0,3,1,0,0,0,14,0,0,1,0,8,0,0,1,0,8,0,0,0,1,4,0,0,0,1,12,0,1,0,0,3,0,0,1,0,12,1,0,0,0,7,0,0,0,1,12,0,0,1,0,P3,BOARD: 2C AD 8D JS TD | P1: 9H 5H | P2: 3C AH | P3: 8H 8S | P4: 4S QD | P5: 3H QC | P6: 7S QH,P1: High Card | P2: Pair | P3: Three of a Kind | P4: High Card | P5: High Card | P6: High Card,0.0,0.0,100.0,0.0,0.0,0.0
4,0,0,1,0,6,0,1,0,0,14,1,0,0,0,7,0,1,0,0,6,0,0,0,1,10,0,0,0,1,7,1,0,0,0,3,0,0,0,1,8,0,0,0,1,2,0,1,0,0,12,0,0,1,0,5,0,1,0,0,2,0,0,0,1,3,0,1,0,0,2,1,0,0,0,10,0,1,0,0,11,0,1,0,0,P1,BOARD: 4H 6D AC 7D 6S | P1: TS 7C | P2: 3S 8S | P3: 2D QH | P4: 5D 2S | P5: 3D 2C | P6: TD JD,P1: Two Pair | P2: Pair | P3: Pair | P4: Pair | P5: Pair | P6: Pair,100.0,0.0,0.0,0.0,0.0,0.0
9,1,0,0,0,3,1,0,0,0,7,1,0,0,0,8,1,0,0,0,5,1,0,0,0,6,0,0,1,0,11,0,0,1,0,7,0,0,1,0,12,1,0,0,0,3,0,0,1,0,10,0,1,0,0,2,1,0,0,0,8,0,0,0,1,11,0,1,0,0,6,0,0,0,1,5,0,1,0,0,5,0,0,1,0,P2,BOARD: 9C 3C 7C 8C 5C | P1: 6H JH | P2: 7H QC | P3: 3H TD | P4: 2C 8S | P5: JD 6S | P6: 5D 5H,P1: Flush | P2: Flush | P3: Flush | P4: Flush | P5: Flush | P6: Flush,0.0,100.0,0.0,0.0,0.0,0.0
6,0,1,0,0,10,0,0,1,0,11,0,0,1,0,7,0,1,0,0,4,0,1,0,0,14,0,0,1,0,4,1,0,0,0,5,0,0,0,1,2,0,0,0,1,13,0,0,1,0,3,0,0,0,1,9,0,0,0,1,3,0,0,1,0,2,0,0,1,0,7,0,0,1,0,8,0,0,0,1,7,0,0,0,1,P6,BOARD: 6D TH JH 7D 4D | P1: AH 4C | P2: 5S 2S | P3: KH 3S | P4: 9S 3H | P5: 2H 7H | P6: 8S 7S,P1: Pair | P2: High Card | P3: High Card | P4: High Card | P5: Pair | P6: Pair,0.0,0.0,0.0,0.0,0.0,100.0
12,0,1,0,0,7,0,1,0,0,12,0,0,0,1,12,1,0,0,0,2,0,0,1,0,14,0,1,0,0,3,0,0,1,0,8,0,0,1,0,6,0,0,0,1,3,0,0,0,1,13,0,1,0,0,13,0,0,1,0,6,1,0,0,0,9,0,0,0,1,9,0,1,0,0,13,0,0,0,1,9,1,0,0,0,P5,BOARD: QD 7D QS QC 2H | P1: AD 3H | P2: 8H 6S | P3: 3S KD | P4: KH 6C | P5: 9S 9D | P6: KS 9C,P1: Three of a Kind | P2: Three of a Kind | P3: Three of a Kind | P4: Three of a Kind | P5: Full House | P6: Three of a Kind,0.0,0.0,0.0,0.0,100.0,0.0
13,0,0,1,0,6,1,0,0,0,2,0,0,1,0,2,1,0,0,0,12,0,1,0,0,3,1,0,0,0,7,0,0,0,1,9,1,0,0,0,10,0,0,0,1,10,0,0,1,0,4,1,0,0,0,5,0,0,1,0,2,0,0,0,1,8,0,1,0,0,3,0,0,0,1,2,0,1,0,0,4,0,0,0,1,P4_P6,BOARD: KH 6C 2H 2C QD | P1: 3C 7S | P2: 9C TS | P3: TH 4C | P4: 5H 2S | P5: 8D 3S | P6: 2D 4S,P1: Pair | P2: Pair | P3: Pair | P4: Three of a Kind | P5: Pair | P6: Three of a Kind,0.0,0.0,0.0,50.0,0.0,50.0
3,0,0,0,1,7,0,0,0,1,10,1,0,0,0,13,0,0,0,1,3,1,0,0,0,9,0,1,0,0,2,0,0,1,0,2,0,1,0,0,6,0,0,0,1,11,0,0,1,0,7,0,0,1,0,13,0,0,1,0,11,0,0,0,1,12,0,0,0,1,4,0,1,0,0,11,1,0,0,0,10,0,0,0,1,P4,BOARD: 3S 7S TC KS 3C | P1: 9D 2H | P2: 2D 6S | P3: JH 7H | P4: KH JS | P5: QS 4D | P6: JC TS,P1: Pair | P2: Pair | P3: Two Pair | P4: Two Pair | P5: Pair | P6: Two Pair,0.0,0.0,0.0,100.0,0.0,0.0
9,0,0,1,0,5,1,0,0,0,11,1,0,0,0,9,1,0,0,0,10,1,0,0,0,5,0,0,1,0,8,1,0,0,0,3,0,1,0,0,10,0,1,0,0,10,0,0,0,1,3,1,0,0,0,6,1,0,0,0,12,0,0,1,0,12,0,0,0,1,5,0,0,0,1,6,0,0,1,0,6,0,1,0,0,P1,BOARD: 9H 5C JC 9C TC | P1: 5H 8C | P2: 3D TD | P3: TS 3C | P4: 6C QH | P5: QS 5S | P6: 6H 6D,P1: Flush | P2: Two Pair | P3: Flush | P4: Flush | P5: Two Pair | P6: Two Pair,100.0,0.0,0.0,0.0,0.0,0.0
